Name,Url
autodesk,https://www.linkedin.com/company/autodesk
google,https://www.linkedin.com/company/google
nike,https://www.linkedin.com/company/nike
televisa,https://www.bmv.com.mx/es/emisoras/perfil/TLEVISA-5720
